query_id,score,corpus_id,original_query,document_text,synthetic_query,assigned_task_type
68828,1,68828,Verzekeringsdienst.,"Het betreft een brand-/vlieg-/storm- en/of uitgebreide gevarenverzekering ten behoeve van de eigendommen van de gemeente Wijchen, alsmede de scholen gelegen in de gemeente Wijchen.",Informatie over uitgebreide gevarenverzekering voor gemeentelijke eigendommen en scholen.,Task_2
30261,1,30261,Leermanagementsysteem,"Deze aanbesteding is een gezamenlijk aanbesteding van Stichting Regionaal Opleidingen Centrum Noord Kennemerland/ West-Friesland (ROC Horizon College) en Stichting Regio College voor Beroepsonderwijs en Educatie Zaanstreek Waterland (Regio College).De aan te besteden opdracht voor een Leermanagementsysteem (LMS) voor studenten betreft het leveren, installeren, implementeren en onderhouden van een Leermanagementsysteem voor het Horizon College en Regio College.Deze aanbesteding heeft als doel het aanschaffen en implementeren van een toekomstbestendig en gebruiksvriendelijk Leermanagementsysteem dat voldoet aan de wensen en behoeften van het onderwijs, waarbij minimaal 70% van de opleidingen van Horizon College en Regio College van dit systeem gebruikt maakt binnen een termijn van vier jaar.",Aanbesteding leermanagementsysteem: verplicht 70% adoptie onderwijs binnen vier jaar?,Task_3
12571,1,12571,Levering van Gasanalyse apparatuur.,Gasanalyse apparatuur voor zuurstof 93 % Europese Pharmacopee.,Welke aanbestedingen zijn er voor gasanalyse van zuurstof 93% volgens de Europese Pharmacopee?,Task_1
55263,1,55263,Dienstverleningsovereenkomst Vrijgevestigden.,Bestuurlijke aanbesteding.,Wat zijn de kenmerken van aanbestedingen door de overheid?,Task_2
25727,1,25727,2017/02 DOKSCH — bestek voor werken van een nieuwbouw passief Stadsgebouw Oude Dokken.,"Open aanbesteding voor werken van een nieuwbouw passief Stadsgebouw Oude Dokken, Gent.",Bestaat een aanbesteding voor nieuwbouw passief openbaar gebouw?,Task_3
111569,1,111569,Europese openbare procedure levering van leermiddelen en onderwijsdiensten De Nassau,De Nassau wenst nieuwe overeenkomsten aan te gaan voor de levering van leermiddelen en het aanbieden van onderwijsdiensten.,Zoek aanbestedingen voor de levering van leermiddelen en onderwijsdiensten.,Task_1
90638,1,90638,Huur en het onderhoud van multifunctionele printers en uitvoering van aanverwante leveringen en diensten voor de Hogeschool Gent.,Huur en het onderhoud van multifunctionele printers en uitvoering van aanverwante leveringen en diensten voor de Hogeschool Gent.,Toelichting op aanbestedingen multifunctionele printers onderhoud en leveringen hogeschool.,Task_2
6822,1,6822,Afvalverwerking,afvalverwerking,Bevestigen aanbestedingen de continue behoefte aan afvalverwerking?,Task_3
108475,1,108475,Marktconsultatie — dienstverleningsovereenkomst t. b.v. werkgeversvereniging waterschappen (verwachte einddatum: 24.3.2021),"De Vereniging werken voor waterschappen is op zoek naar een geschikte partij die kan ondersteunen bij werkzaamheden m.b.t. communicatie, financiële administratie, secretariële ondersteuning, beleidsinhoudelijke werkzaamheden en facilitaire ondersteuning.Alle partijen worden in deze marktconsultatie van harte uitgenodigd mee te denken over de wijze waarop de opdracht in de markt gezet kan worden.","Zoek ondersteuning communicatie, financiële administratie, secretariaat, beleid en facilitair.",Task_1
115045,1,115045,"A02.11.2020 Levering bedrijfskleding, PBM's en schoeisel ten behoeve van Cluster Beheer en DZB van de gemeente Leiden","Middels deze aanbesteding willen cluster Beheer, Leiden en organisatieonderdeel DZB Leiden van de gemeente Leiden per perceel een Raamovereenkomst aangaan met een leverancier voor de levering van bedrijfskleding, PBM's en schoeisel.Voor cluster Beheer, Leiden hoort hier ook de reparatie en wasserij bij. Voor DZB Leiden wordt de reparatie en wasserij niet meegenomen in deze aanbesteding.",Inhoud aanbesteding voor bedrijfskleding en persoonlijke beschermingsmiddelen?,Task_2
39682,1,39682,Huisvuilinzameling gemeente Mook en Middelaar,"de gemeente Mook en Middelaar wenst een overeenkomst aan te gaan met een huisvuilinzamelaar voor het inzamelen van de huishoudelijke afvalfracties restafval, gft en kunststofafval.",Overheden zoeken externe partners voor gescheiden afvalinzameling,Task_3
135189,1,135189,Renovatie sport- en speelterrein,"Inlichtingen i.v.m. dit bestek kunnen verkregen worden bij:  Naam: De heer Steven Jacobs Adres: Beleidscoördinator Grondgebiedzaken, Stad Halen, Markt 14 te 3545 Halen Telefoon: 013 61 81 25 E-mail: steven.jacobs@halen.be      Hoofdvoorwerp opdracht is LEVERING:   CPV Code:  Leveren en plaatsen van speeltoestellen  CPV CODE 37535200-9/ SPEELTUINUITRUSTING  én  CPV CODE 43325000-7/UITRUSTING VOOR PARKEN EN SPEELPLAATSEN    Opdracht opgedeeld in percelen De aanbestedende overheid heeft het recht om slechts enkele percelen te gunnen en eventueel te besluiten om de andere percelen op te nemen in één of meer nieuwe opdrachten die desnoods op een andere wijze zullen geplaatst worden.   De inschrijver mag een offerte indienen voor alle percelen (artikel 58, § 1, vierde lid, Overheidsopdrachtenwet 2016 die de aanbestedende overheid oplegt om in de aankondiging van een opdracht te vermelden of offertes mogen worden ingediend voor één, meer of alle percelen. De aanbestedende overheid mag met andere woorden opteren voor een beperking van het aantal percelen waarvoor een inschrijver een offerte mag indienen.)   Het is verboden om de offerte aan te vullen met verbeteringsvoorstellen die de inschrijver per perceel toestaat in geval van samenvoeging van bepaalde percelen waarvoor een offerte wordt ingediend.",Aanbesteding speeltuinuitrusting: inschrijven op alle percelen mogelijk?,Task_1
121662,1,121662,Schoonmaak ngz.,Algemene reiniging van gebouwen.,Definitie en scope van algemene reiniging van gebouwen.,Task_2
52118,1,52118,AI 2017-0147 Landmaken Ertskade,AI 2017-0147 Landmaken Ertskade,Aanbestedingen die aantonen dat landaanwinning nog plaatsvindt.,Task_3
65715,1,65715,Accountantsdiensten,Het doel van de aanbesteding is het sluiten van twee overeenkomsten met een accountbureau voor het opstellen van de jaarrekening inclusief de interim controle en de rechtmatigheidscontrole voor het Participatiefonds en het Vervangingsfonds. De overeenkomsten worden gesloten voor een periode van vier controlejaren met viermaal de optie tot verlenging met telkens één controlejaar. De uitvoering van de werkzaamheden vangen aan met de controles voor het controlejaar 2021.,Zoek aanbestedingen voor jaarrekeningcontrole van fondsen door accountbureau.,Task_1
69748,1,69748,Levering en onderhoud Telefonieapparatuur en Frontoffice programmatuur.,Levering en onderhoud KA-telefonieapparatuur en Frontoffice Programmatuur t.b.v. Klantcontactcenter.,Welke diensten omvat levering en onderhoud van klantcontact software en communicatie?,Task_2
19518,1,19518,Marktconsultatie X-ray source,De Vrije Universiteit Amsterdam (Faculteit Exacte Wetenschappen) heeft de intentie een X-ray source for structure determination te gaan kopen.Met deze marktconsultatie wil de VU onderzoeken of er meerdere partijen in de markt zijn die deze module kunnen leveren. Voor verdere details verwijzen wij u naar de bijlage.,Zijn er meerdere aanbieders van röntgenapparatuur voor structuurbepaling?,Task_3
53805,1,53805,Drukwerk.,"Het betreft de aanbesteding van print- en drukwerk voor de Gemeente Sittard-Geleen, Gemeente Heerlen en het SSC-ZL als gebruiker. Er is sprake van aanbesteding van raamovereenkomsten voor de levering op afroep van correspondentiedrukwerk (perceel 1) en overig print- en drukwerk (perceel 2). Door het aangaan van een raamovereenkomst kennen de deelnemers geen afnameplicht. Voor iedere raamovereenkomst geldt dat deze per 01.02.2018 ingaat. Iedere raamovereenkomst kent een hoofdduur van 2 jaar. Daarna bestaan er achtereenvolgens 2 optionele verlengingsmogelijkheden, telkens voor een periode van 12 maanden. Inclusief verlengingen kunnen de raamovereenkomsten dus lopen tot en met uiterlijk 31.01.2022.",Zoek aanbestedingen voor print- en drukwerk via raamovereenkomst op afroep.,Task_1
64754,1,64754,Sociale teams gemeente Helmond,Betreft een openbare marktconsultatie ter voorbereiding op de aanbesteding van de sociale teams voor de gemeente Helmond.,Informatie over marktconsultatie ter voorbereiding aanbesteding sociale voorzieningen?,Task_2
79908,1,79908,Europees openbare aanbesteding accountantsdiensten.,"Door middel van deze aanbesteding wil de gemeente Nieuwegein een partner contracteren die in staat is om accountantsdiensten te leveren conform de eisen die omschreven staan in de offerteaanvraag.Het jaarlijks terugkerend uitvoeringsprogramma binnen de opdracht bestaat uit:1. de interim controle;2. de controle van de jaarstukken, gericht op het verstrekken van een accountantsoordeel bij de jaarrekening;3. de controle van de verantwoording „Single information” en „Single audit”;4. de natuurlijke adviesfunctie;5. bestuurlijke ondersteuning.",Welke aanbestedingen weerleggen dat gemeenten enkel jaarstukken laten controleren?,Task_3
26483,1,26483,Huur en onderhoud van linnen — onderhoud beroepskledij — kleding verdeelsysteem (wasserij/KUA).,"Huur en onderhoud van plat linnen en onderhoud van beroepskledij voor 4 jaar.Voor de campus Menen en campus Brugsesteenweg voorziet de dienstverlener een kledingverdeelsysteem.Leveringsplaats: diverse locaties.AZ Delta Campus Menen, Oude leielaan 6 te 8930 Menen.AZ Delta Campus Westlaan, Westlaan 123 te 8800 Roeselare.AZ Delta Campus Wilgenstraat, Wilgenstraat 2 te 8800 Roeselare.AZ Delta Campus Brugsesteenweg, Brugsesteenweg 90 te 8800 Roeselare.Sint-Andriesziekenhuis Tielt, Bruggestraat 84 te 8700 Tielt.WZC Tielt: Krommewalstraat 9 te 8700 Tielt.",Welke aanbestedingen zijn er voor kledingbeheer en wasservice zorginstellingen?,Task_1
12984,1,12984,MUNITIERUIMEN SCHIETRANGE VLIEHORS EN NOORDERVAARDER 2012-2014,Ruimen munitieresten Schietrange Vliehors en Noordervaarder.,Aanbestedingen voor opruimen van munitieresten op schietterreinen en watergebieden,Task_2
133781,1,133781,"Herentals, Kleerroos, Ontwerpteam voor het renoveren van 3 woontorens 'Kleerroos' het bouwen van 12 nieuwe wooneenheden en de reconversie van een bestaande parking naar fietsenberging","Voorwerp opdracht:
De uit te voeren opdracht betreft het renoveren van 3 woontorens 'Kleerroos' ( o.a aanpassen brandtrappen en terassen), het bouwen van 12 nieuwe wooneenheden, de reconversie van een bestaande parking naar fietsenberging in de Kleerroos wijk te Herentals.",Zijn er aanbestedingen waarbij parkeerplaatsen worden omgebouwd tot fietsenstallingen?,Task_3
9443,1,9443,Openbare Europese Aanbesteding (feestdagen) geschenken en attenties,"Doelstelling: Het doel van deze aanbesteding is het selecteren en contracteren van drie leveranciers die organisatorisch en logistiek geschikt zijn voor het leveren van kwalitatief goede, gevarieerde geschenken via een webwinkel volgens de eisen en wensen van de Belastingdienst voor een periode van minimaal 2 en maximaal 4 jaar waarbij een goede balans is gevonden voor Best Value for Money binnen de kaders van het beleid.",Zoek aanbesteding voor levering kwalitatieve diverse geschenken middels een webwinkel.,Task_1
36982,1,36982,Levering en onderhoud vrachtwagen,De gemeente Vlaardingen wil een overeenkomst afsluiten voor de levering van één vrachtwagen met opbouw met de daarbij behorende service en onderhoud.,Informatie over aanbestedingen voor aanschaf en onderhoud van bedrijfsvoertuigen,Task_2
5984,1,5984,Berm en Schouwafval afvoeren,De gemeente Meppel is op zoek naar één (1) leverancier voor het afvoeren van het berm en schouwafval.,Aanbestedingen verwijdering wegberm- en slootafval door slechts één partij?,Task_3
80080,1,80080,Inhuur Advies & Coaching: supervisie en intervisies,Inhuur tijdelijk docent/ programma manager / Professional,Aanbestedingen gezocht voor inhuur van interim docenten en programmamanagers.,Task_1
91789,1,91789,Oproep tot kandidaatstelling – Lastenboek raamovereenkomst voor leveringen apparatuur voor medische beeldvorming via beperkte offerteaanvraag.,"— teneinde te kunnen voldoen aan de continue en desgevallend dringende behoefte tot aanschaf van verschillende apparatuur voor medische beeldvorming, wenst de Opdrachtgever over te gaan tot het afsluiten van een raamovereenkomst zoals bedoeld in artikel 32 van de wet van 15.6.2006;— deze raamovereenkomst moet toelaten om binnen korte termijn opdrachten te gunnen voor bepaalde behoeften en producten tegen de voordeligste voorwaarden en dit volgens de meest recente technologie;— de opdrachtgever garandeert geen minimumafname of exclusiviteit;— de opdracht zal worden gegund volgens een beperkte offerte-aanvraag;— in een eerste fase zullen aldus alle stukken in verband met de toegangsvoorwaarden en kwalitatieve selectievoorwaarden worden beoordeeld. Op basis hiervan zullen minimum 5 gegadigden worden weerhouden per lot;— in een tweede fase zullen de weerhouden kandidaten/gegadigden worden uitgenodigd tot het insturen van een offerte die zal worden beoordeeld volgens de gunningscriteria. Op basis hiervan zal een multilaterale raamovereenkomst met minimum 3 inschrijvers worden afgesloten;— de duurtijd van deze raamovereenkomst bedraagt 4 jaar;— naderhand kan in een derde fase per concrete gelijkaardige opdracht die zich aandient worden overgegaan tot het organiseren van een minicompetitie tussen de meest geschikte inschrijvers aan wie de opdracht werd toegewezen en dit conform de wetgeving overheidsopdrachten zoals van toepassing op onderhandelingen zonder bekendmaking.",Uitleg meerfasige gunningsprocedure kaderovereenkomst zonder minimumafname.,Task_2
52859,1,52859,Doorlopende CAR-verzekering HHNK,"De opdracht bestaat uit het aangaan van een verzekeringsovereenkomst met een verzekeraar voor een doorlopende CAR-verzekering met als ingangsdatum 1 januari 2018 voor de duur van drie jaar.Verzekeringsmakelaar Willis Towers Watson BV treedt bij de uitvoering van de verzekeringsovereenkomst op als bemiddeld makelaar en maakt als zodanig de polis ten behoeve van aanbesteder op, verwerkt de mutaties, incasseert de premies en bemiddelt bij eventuele schaden volgens de van toepassing zijnde voorwaarden.Door het indienen van een verzoek tot deelneming accepteert gegadigde dat Willis Towers Watson BV bij deze rol voor aanbesteder vervult en dat de verzekeringsovereenkomst wordt aangegaan op de Polisvoorwaarden WTW C.A.R. 2017 (doorlopend), versie juli 2017.",Een verzekeringsmakelaar is niet betrokken bij het incasseren van premies.,Task_3
